Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit Score,Has Credit Card,Is Active Member,Age,Total_Income,EMI,Loan_Income_Percentage,Predicted,Ethical_Audit_Flag
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,1,708,0,1,36,4403.0,222.22222222222223,0.050470638705932824,1,Compliant
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,1,756,0,1,56,9167.0,513.8888888888889,0.05605856756723998,1,Compliant
LP001931,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,1,521,1,0,38,4124.0,319.44444444444446,0.07745985558788662,1,Compliant
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1,455,0,0,19,13746.0,361.1111111111111,0.026270268522560095,1,Compliant
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,1,601,0,1,55,4545.0,288.8888888888889,0.06356191174673023,1,Compliant
LP002101,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,1,627,0,0,54,63337.0,2722.222222222222,0.04297996782642408,1,Compliant
LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,1,742,0,1,34,9323.0,416.6666666666667,0.04469233794558261,1,Compliant
LP002386,Male,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,1,819,1,1,62,12876.0,1125.0,0.08737185461323392,1,Compliant
LP001387,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,1,477,0,0,39,5262.0,386.1111111111111,0.07337725410701465,1,Compliant
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1,657,1,0,60,4663.0,383.3333333333333,0.08220744870970048,1,Compliant
LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,0,769,1,1,26,5566.0,375.0,0.06737333812432626,1,Compliant
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,1,689,0,0,54,5704.0,333.3333333333333,0.058438522674146794,1,Compliant
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1,664,1,0,36,7101.0,277.77777777777777,0.03911812107840836,1,Compliant
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,1,588,1,1,42,12083.0,519.4444444444445,0.04298969166965526,1,Compliant
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,1,798,1,1,48,3338.0,0.0,0.0,1,Compliant
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1,542,1,1,48,7453.0,777.7777777777778,0.10435767848890082,1,Compliant
LP001041,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,1,466,0,1,49,6100.0,352.77777777777777,0.057832422586520944,1,Compliant
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,1,402,0,0,26,3244.0,222.22222222222223,0.06850253459377997,1,Compliant
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1,528,0,1,62,5935.0,369.44444444444446,0.0622484320883647,1,Compliant
LP001636,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,1,731,0,0,39,4600.0,405.55555555555554,0.08816425120772947,1,Compliant
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1,419,0,0,41,5039.0,616.6666666666666,0.12237877885823906,1,Compliant
LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,0,384,0,0,25,3158.0,352.77777777777777,0.11170923932165223,0,Compliant
LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,1,419,1,0,50,6816.0,277.77777777777777,0.040753781950965046,1,Compliant
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1,418,0,1,61,5829.0,383.3333333333333,0.06576313833133185,1,Compliant
LP002501,,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1,795,1,1,42,16692.0,305.55555555555554,0.018305508959714566,1,Compliant
LP001431,Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,1,550,1,0,38,11117.0,380.55555555555554,0.03423185711572866,0,Compliant
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,1,793,0,1,42,10819.0,333.3333333333333,0.03080999476230089,1,Compliant
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,304,0,1,46,4723.0,225.0,0.047639212365022235,1,Compliant
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1,603,1,1,37,7142.0,383.3333333333333,0.053673107439559414,1,Compliant
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,1,830,0,1,56,4592.0,319.44444444444446,0.06956542779713512,1,Compliant
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,0.0,Semiurban,1,700,1,0,33,10916.0,719.4444444444445,0.06590733276332397,1,Compliant
LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,0,724,0,1,60,5540.0,438.8888888888889,0.07922182109907742,0,Compliant
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0,458,1,1,52,6500.0,291.6666666666667,0.04487179487179487,0,Compliant
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,0.0,Semiurban,1,501,1,0,18,3760.0,375.0,0.09973404255319149,1,Compliant
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1,408,1,1,42,4492.0,263.8888888888889,0.05874641337686752,1,Compliant
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,1,607,0,0,61,4885.0,133.33333333333334,0.02729443875810304,1,Compliant
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1,507,1,1,37,3750.0,277.77777777777777,0.07407407407407407,1,Compliant
LP002113,Female,No,3+,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,0,494,1,0,21,1830.0,0.0,0.0,0,Compliant
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1,509,0,0,34,5203.0,425.0,0.08168364405150874,1,Compliant
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1,504,0,0,32,5968.0,305.55555555555554,0.051198987190944296,1,Compliant
LP001008,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,1,582,1,0,40,6000.0,391.6666666666667,0.06527777777777778,1,Compliant
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1,824,1,0,22,3333.0,194.44444444444446,0.058339167250058346,1,Compliant
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,458,0,0,38,15000.0,833.3333333333334,0.05555555555555556,1,Compliant
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,0,471,0,1,33,6033.0,444.44444444444446,0.07366889515074498,1,Compliant
LP001318,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,1,638,0,0,37,11904.0,1044.4444444444443,0.0877389486260454,1,Compliant
LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,1,663,0,0,42,5690.0,347.22222222222223,0.0610232376488967,1,Compliant
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,0.0,Rural,1,423,0,0,34,4467.0,333.3333333333333,0.07462129691814043,1,Compliant
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1,767,1,0,54,4749.0,263.8888888888889,0.05556725392480289,1,Compliant
LP001289,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,1,677,1,0,32,8566.0,583.3333333333334,0.0680986847225465,1,Compliant
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,1,720,0,0,19,6400.0,555.5555555555555,0.08680555555555555,1,Compliant
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,0,515,0,1,28,9166.0,677.7777777777778,0.07394477174097511,1,Compliant
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1,363,0,1,44,10039.0,900.0,0.08965036358203009,1,Compliant
LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,1,734,0,1,45,6816.0,277.77777777777777,0.040753781950965046,1,Compliant
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0,739,1,1,55,5000.0,286.1111111111111,0.057222222222222216,0,Compliant
LP001343,Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,1,737,0,0,51,5300.0,363.8888888888889,0.06865828092243187,1,Compliant
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1,675,0,0,57,6715.0,447.22222222222223,0.06660047985438901,0,Compliant
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0,407,1,1,48,5900.0,341.6666666666667,0.05790960451977401,0,Compliant
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,1,839,1,1,22,6875.0,555.5555555555555,0.0808080808080808,1,Compliant
LP001702,Male,No,0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,0,797,1,1,41,3418.0,352.77777777777777,0.10321175476236916,0,Compliant
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,1,667,0,0,21,39999.0,3333.3333333333335,0.0833354167187513,0,Compliant
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,336,1,0,42,10173.0,822.2222222222222,0.0808239675830357,1,Compliant
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,1,520,0,1,38,2500.0,186.11111111111111,0.07444444444444445,1,Compliant
LP001073,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,1,648,0,1,64,5266.0,305.55555555555554,0.05802422247541883,1,Compliant
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1,715,0,1,60,12000.0,1377.7777777777778,0.11481481481481481,1,Compliant
LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,0,449,0,0,53,3158.0,352.77777777777777,0.11170923932165223,0,Compliant
LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,1,562,1,1,39,3459.0,208.33333333333334,0.06022935337766214,1,Compliant
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1,576,0,1,31,3652.0,263.8888888888889,0.07225873189728613,1,Compliant
LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,1,471,0,0,47,3750.0,269.44444444444446,0.07185185185185186,1,Compliant
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1,728,1,1,41,5829.0,383.3333333333333,0.06576313833133185,1,Compliant
LP001157,Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,1,312,1,1,58,3086.0,333.3333333333333,0.1080146899978397,1,Compliant
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0,355,0,1,57,2500.0,200.0,0.08,1,Compliant
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,0.0,Rural,1,500,0,0,38,4100.0,344.44444444444446,0.08401084010840108,1,Compliant
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1,764,1,1,40,6966.0,336.1111111111111,0.048250231282100355,1,Compliant
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1,653,0,0,50,9734.0,500.0,0.051366344770906104,1,Compliant
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,701,1,1,40,4939.0,313.8888888888889,0.0635531259139277,1,Compliant
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1,627,1,0,55,4281.0,277.77777777777777,0.06488618962340055,1,Compliant
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,1,693,1,1,19,5461.0,322.22222222222223,0.05900425237542982,1,Compliant
LP001206,Male,Yes,3+,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,1,502,1,0,64,3029.0,275.0,0.09078903928689336,1,Compliant
LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,1,822,0,1,18,3620.0,208.33333333333334,0.05755064456721916,1,Compliant
LP002732,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,1,560,1,0,60,4592.0,350.0,0.07621951219512195,1,Compliant
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0,525,1,0,47,3400.0,263.8888888888889,0.07761437908496732,1,Compliant
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1,638,1,0,30,2165.0,194.44444444444446,0.08981267641775725,1,Compliant
LP001256,Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,0,493,1,0,18,8500.0,488.8888888888889,0.05751633986928105,1,Compliant
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,1,315,1,0,24,12083.0,519.4444444444445,0.04298969166965526,1,Compliant
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,0,779,0,0,32,4583.0,311.1111111111111,0.06788372487696075,1,Compliant
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,1,665,1,0,22,8666.0,2583.3333333333335,0.2980998538349104,1,Compliant
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,1,364,1,1,28,8666.0,2583.3333333333335,0.2980998538349104,1,Compliant
LP001708,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,0,556,1,0,34,10000.0,594.4444444444445,0.059444444444444446,1,Compliant
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1,723,1,0,36,5529.0,450.0,0.08138903960933261,1,Compliant
LP001008,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,1,341,1,0,23,6000.0,391.6666666666667,0.06527777777777778,1,Compliant
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0,582,1,1,61,7859.0,733.3333333333334,0.09331127794036562,0,Compliant
LP001066,Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,1,601,0,0,39,9560.0,530.5555555555555,0.055497443049744306,1,Compliant
LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,1,463,0,1,39,14866.0,194.44444444444446,0.01307980925901012,1,Compliant
LP001087,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,1,487,1,1,28,5833.0,333.3333333333333,0.05714612263557917,1,Compliant
LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,1,637,1,1,46,3625.0,300.0,0.08275862068965517,1,Compliant
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,1,674,1,0,26,11146.0,377.77777777777777,0.033893574177083954,1,Compliant
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0,719,1,0,30,5386.0,494.44444444444446,0.09180179065065809,0,Compliant
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1,394,1,1,30,3166.0,100.0,0.03158559696778269,1,Compliant
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1,570,1,1,47,5251.0,350.0,0.0666539706722529,1,Compliant
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,1,514,1,0,49,3723.0,266.6666666666667,0.07162682424568001,1,Compliant
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,1,357,0,0,47,7787.0,666.6666666666666,0.08561277342579512,1,Compliant
LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,0.0,Semiurban,0,677,0,1,47,11250.0,544.4444444444445,0.04839506172839506,1,Compliant
LP001138,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,1,708,1,0,20,5649.0,122.22222222222223,0.02163608111563502,1,Compliant
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1,383,1,0,62,7167.0,355.55555555555554,0.04961009565446568,1,Compliant
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,0,700,1,1,37,4735.0,383.3333333333333,0.08095740936290038,1,Compliant
LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,1,359,1,1,18,6216.0,400.0,0.06435006435006435,1,Compliant
LP001585,,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,1,589,1,0,59,51763.0,2333.3333333333335,0.04507724307581348,1,Compliant
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1,595,0,0,19,2895.0,263.8888888888889,0.09115332949529842,1,Compliant
LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1,439,1,0,55,5783.0,438.8888888888889,0.07589294291697889,1,Compliant
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1,602,0,1,44,4300.0,297.22222222222223,0.06912144702842378,1,Compliant
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,1,616,1,0,23,4725.0,256.25,0.05423280423280423,1,Compliant
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0,635,0,1,47,2987.0,244.44444444444446,0.08183610460142098,0,Compliant
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,350,1,1,55,5185.0,430.55555555555554,0.08303867995285545,1,Compliant
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,0,326,1,0,62,3250.0,472.22222222222223,0.1452991452991453,0,Flag: Older Adult Rejected w/ Good Credit
LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,1,582,0,1,30,9538.0,519.4444444444445,0.054460520491134874,1,Compliant
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0,820,1,0,32,7750.0,389.5833333333333,0.05026881720430107,1,Compliant
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1,663,0,0,34,4917.0,361.1111111111111,0.07344134860913384,0,Compliant
LP001091,Male,Yes,1,Graduate,,4166,3369.0,201.0,360.0,0.0,Urban,0,775,1,1,24,7535.0,558.3333333333334,0.07409865074098651,1,Compliant
LP001699,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,1,612,0,1,49,2479.0,163.88888888888889,0.0661108870064094,1,Compliant
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,0.0,Rural,1,695,0,0,49,4467.0,333.3333333333333,0.07462129691814043,1,Compliant
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1,823,0,1,39,8724.0,519.4444444444445,0.05954200417749249,1,Compliant
LP001120,Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,1,313,0,1,63,3013.0,130.55555555555554,0.04333075192683556,1,Compliant
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,347,1,1,36,3428.0,266.6666666666667,0.07779074290159471,1,Compliant
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,0.0,Rural,0,532,0,1,58,9352.0,383.3333333333333,0.0409894496720844,1,Compliant
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1,842,1,0,18,5039.0,616.6666666666666,0.12237877885823906,1,Compliant
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0,764,0,1,40,2500.0,200.0,0.08,1,Compliant
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0,510,0,1,62,2378.0,25.0,0.010513036164844407,1,Compliant
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1,718,0,1,44,37719.0,422.22222222222223,0.011193886959416269,1,Compliant
LP001050,,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,0,494,1,0,35,5282.0,311.1111111111111,0.058900248222474645,0,Compliant
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1,342,1,1,31,17196.0,1266.6666666666667,0.07366054121113437,1,Compliant
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0,331,0,1,57,5297.0,377.77777777777777,0.07131919535166656,0,Compliant
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,0.0,Urban,1,389,0,1,32,27500.0,1333.3333333333333,0.048484848484848485,1,Compliant
LP001449,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,1,417,1,1,48,5505.0,0.0,0.0,1,Compliant
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1,361,1,0,46,4763.0,355.55555555555554,0.07464949728229174,1,Compliant
LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,1,617,1,1,25,3717.0,333.3333333333333,0.08967805577975069,1,Compliant
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1,529,1,0,52,8312.0,702.7777777777778,0.08454978077210994,1,Compliant
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0,346,1,1,57,35673.0,250.0,0.007008101365178146,0,Compliant
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban,0,536,0,1,41,4550.0,0.0,0.0,1,Compliant
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,1,396,1,1,39,5717.0,477.77777777777777,0.08357141468913377,1,Compliant
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1,508,0,1,51,5935.0,369.44444444444446,0.0622484320883647,1,Compliant
LP001872,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,1,457,0,0,23,5166.0,355.55555555555554,0.06882608508624768,1,Compliant
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,0,618,0,1,57,10383.0,666.6666666666666,0.06420751870043982,1,Compliant
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,1,784,1,1,46,4885.0,133.33333333333334,0.02729443875810304,1,Compliant
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,700,1,1,64,3428.0,266.6666666666667,0.07779074290159471,1,Compliant
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,0,759,1,0,42,16250.0,533.3333333333334,0.03282051282051282,0,Compliant
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1,745,1,0,35,13746.0,361.1111111111111,0.026270268522560095,1,Compliant
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1,832,0,1,19,3652.0,263.8888888888889,0.07225873189728613,1,Compliant
LP001497,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,0,673,1,0,50,7125.0,513.8888888888889,0.07212475633528266,1,Compliant
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1,526,1,0,58,4492.0,263.8888888888889,0.05874641337686752,1,Compliant
LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,1,306,1,0,58,9862.0,486.1111111111111,0.049291331485612565,1,Compliant
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0,353,0,0,62,5297.0,377.77777777777777,0.07131919535166656,0,Compliant
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,651,1,1,19,14880.0,266.6666666666667,0.01792114695340502,1,Compliant
LP002732,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,1,418,0,0,39,4592.0,350.0,0.07621951219512195,1,Compliant
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0,780,0,0,60,6096.0,605.5555555555555,0.09933654126567512,0,Compliant
LP002435,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,0,670,0,0,25,4915.0,152.77777777777777,0.031083983271165367,1,Compliant
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1,726,0,0,21,5398.0,436.1111111111111,0.08079123955374418,1,Compliant
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,0.0,Semiurban,0,581,0,0,21,4931.0,355.55555555555554,0.07210617634466752,1,Compliant
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,0,700,0,1,39,4317.0,330.0,0.07644197359277276,1,Compliant
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1,792,0,1,46,4309.0,402.77777777777777,0.09347360821020603,1,Compliant
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1,696,1,0,51,17196.0,1266.6666666666667,0.07366054121113437,1,Compliant
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1,691,1,0,40,8334.0,555.5555555555555,0.06666133375996587,1,Compliant
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0,729,0,0,54,10416.0,519.4444444444445,0.04986985833760028,0,Compliant
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,1,418,1,1,61,5772.0,358.3333333333333,0.062081312081312075,1,Compliant
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,1,616,1,1,43,39999.0,3333.3333333333335,0.0833354167187513,0,Compliant
LP001370,Male,No,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,0,560,1,0,42,7333.0,333.3333333333333,0.04545661166416655,1,Compliant
LP002103,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1,642,1,0,51,11666.0,1011.1111111111111,0.08667161933062842,1,Compliant
